機構代碼,機構名稱,權屬別,型態別,縣市鄉鎮,電話,地址,診療科別,西醫生,中醫師,牙醫師,藥師,藥劑生,護理師,護士,助產士,助產師,醫事檢驗師,醫事檢驗生,物理治療師,職能治療師,醫事放射師,醫事放射士,物理治療生,呼吸治療師,職能治療生,諮商心理師,臨床心理師,營養師,語言治療師,牙體技術師,聽力師,牙體技術生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837050239,昇德中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04 8355455,彰化縣員林市中山南路７６號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837050266,健元中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04 8360770,彰化縣員林市靜修路６２號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837050319,王叔貞中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,048353033,彰化縣員林市三和里實踐街５８號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845011559,廣泰中醫診所,私立中醫診所,中醫一般診所,花蓮縣花蓮市,8355309,花蓮縣花蓮市中原路468號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845011577,莊瓊貴中醫診所,私立中醫診所,中醫診所,花蓮縣花蓮市,03-8332277,花蓮縣花蓮市復興街126號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845011586,仁濟中醫診所,私立中醫診所,中醫診所,花蓮縣花蓮市,03-8356669,花蓮縣花蓮市中正路43號,,,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845011595,國烈中醫診所,私立中醫診所,中醫診所,花蓮縣花蓮市,03-8315188,花蓮縣花蓮市商校街100號1樓,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845030018,杏林中醫診所,私立中醫診所,中醫一般診所,花蓮縣玉里鎮,03-8885582,花蓮縣玉里鎮光復路170號,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845031033,廣修堂中醫診所,私立中醫診所,中醫一般診所,花蓮縣玉里鎮,8882211,花蓮縣玉里鎮中正路72號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845040514,嘉德中醫診所,私立中醫診所,中醫一般診所,花蓮縣新城鄉,03-8262192,花蓮縣新城鄉福德路1號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845050047,藍啟文中醫診所,私立中醫診所,中醫一般診所,花蓮縣吉安鄉,038362888,花蓮縣吉安鄉莊敬路２３５號,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845051071,黃世傑中醫診所,私立中醫診所,中醫一般診所,花蓮縣吉安鄉,8461161,花蓮縣吉安鄉建國路一段六一號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845051080,陳中醫診所,私立中醫診所,中醫一般診所,花蓮縣吉安鄉,03-8524635,花蓮縣吉安鄉中山路三段二七六號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845091020,廣濟堂中醫診所,私立中醫診所,中醫一般診所,花蓮縣瑞穗鄉,03-8876353,花蓮縣瑞穗鄉國光北路39號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846010038,冠惠中醫診所,私立中醫診所,中醫一般診所,臺東縣台東市,089328379,臺東縣台東市更生路８號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846010047,金雞堂中醫診所,私立中醫診所,中醫一般診所,臺東縣台東市,089328825,臺東縣台東市寶桑路１６２號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846010056,賜安中醫診所,私立中醫診所,中醫一般診所,臺東縣台東市,089328979,臺東縣台東市中山路３５４號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846010118,一心堂中醫診所,私立中醫診所,中醫診所,臺東縣台東市,089-221788,臺東縣台東市傳廣路474號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846010136,壽春中醫診所,私立中醫診所,中醫一般診所,臺東縣台東市,089325909,臺東縣台東市博愛路470號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846011142,和仁堂中醫診所,私立中醫診所,中醫一般診所,臺東縣台東市,089-337568,臺東縣台東市復興路209號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311709,復華中醫診所,私立中醫診所,中醫一般診所,臺南市永康區,06-3135819,臺南市永康區中華里忠孝路3號,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311745,王相欽中醫診所,私立中醫診所,中醫一般診所,臺南市永康區,3132432,臺南市永康區復國里復國一路168號,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311754,何清波中醫診所,私立中醫診所,中醫一般診所,臺南市永康區,06-2024786,臺南市永康區復華里復國一路423號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311763,黃中一中醫診所,私立中醫診所,中醫一般診所,臺南市永康區,06-3135998,臺南市永康區中華里華興街139號,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311807,天相中醫診所,私立中醫診所,中醫診所,臺南市永康區,06-2522405,臺南市永康區甲頂里中正南路90號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311816,全興中醫診所,私立中醫診所,中醫診所,臺南市永康區,2539188,臺南市永康區鹽行里新中街59號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311825,祥和中醫診所,私立中醫診所,中醫診所,臺南市永康區,06-2017531,臺南市永康區安康里中華路603號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841311834,祐康中醫診所,私立中醫診所,中醫診所,臺南市永康區,06-3027336,臺南市永康區五王里中華路396號,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842010069,順安堂中醫診所,私立中醫診所,中醫一般診所,高雄市鳳山區,07 8228822,高雄市鳳山區忠誠路９３號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842010087,念慈堂中醫診所,私立中醫診所,中醫一般診所,高雄市鳳山區,07 7210472,高雄市鳳山區五甲二路338號1樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842010096,信安中醫診所,私立中醫診所,中醫一般診所,高雄市鳳山區,07-7473527,高雄市鳳山區博愛路２４５號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842010130,慶昌中醫診所,私立中醫診所,中醫一般診所,高雄市鳳山區,07 8316538,高雄市鳳山區五甲三路82號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842010247,鄭阿緞針灸科中醫診所,私立中醫診所,中醫專科診所,高雄市鳳山區,07 7422863,高雄市鳳山區建國路二段216號1樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842010381,福泉中醫診所,私立中醫診所,中醫一般診所,高雄市鳳山區,07-7474158,高雄市鳳山區光復路１７２號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842010443,福安堂中醫診所,私立中醫診所,中醫一般診所,高雄市鳳山區,07-7037167,高雄市鳳山區中山東路３３９號,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841071139,超群中醫診所,私立中醫診所,中醫一般診所,臺南市善化區,06-5830173,臺南市善化區光文里民權路143號1樓,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841081082,平安中醫診所,私立中醫診所,中醫一般診所,臺南市學甲區,067821288,臺南市學甲區仁得里自強路一二三號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841120020,姜正夫中醫診所,私立中醫診所,中醫一般診所,臺南市下營區,06 6895529,臺南市下營區下營里中山路一段七十一號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841140013,德安中醫診所,私立中醫診所,中醫一般診所,臺南市官田區,06-5793541,臺南市官田區南?里７７號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841180044,李阿宋中醫診所,私立中醫診所,中醫一般診所,臺南市將軍區,06-7941032,臺南市將軍區西華里62-31號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841200032,家明中醫診所,私立中醫診所,中醫一般診所,臺南市新市區,06 5011627,臺南市新市區新市里中正路二六七號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841200041,永就中醫診所,私立中醫診所,中醫一般診所,臺南市新市區,06 5988337,臺南市新市區永就里五二之五號,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841201066,黃玉春中醫診所,私立中醫診所,中醫診所,臺南市新市區,06-5995993,臺南市新市區新和里光華街103號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841201084,勝義中醫診所,私立中醫診所,中醫診所,臺南市新市區,06-5896165,臺南市新市區新和里忠孝街158號,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837012355,德盛中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04-7281600,彰化縣彰化市民族路362號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837012364,鈺漢堂中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04-7388838,彰化縣彰化市彰南路二段256-1號,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837012382,玉衡中醫診所,私立中醫診所,中醫診所,彰化縣彰化市,04-7289128,彰化縣彰化市中山路三段86號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837012408,一正中醫診所,私立中醫診所,中醫診所,彰化縣彰化市,04-7289642,彰化縣彰化市中正路二段352號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837020044,李宗峰內科針炙科中醫診所,私立中醫診所,中醫專科診所,彰化縣鹿港鎮,04 7716735,彰化縣鹿港鎮溝墘里鹿和路三段６０８號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837020053,萬春中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,04 7712366,彰化縣鹿港鎮頂草路四段４０５號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837020071,陽明中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,04 7772701,彰化縣鹿港鎮中山路402號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837020106,鹿洲中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,047777699,彰化縣鹿港鎮中山南路２９號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837020133,新侒中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,047770911,彰化縣鹿港鎮民權路125號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837020142,天喜中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,047741981,彰化縣鹿港鎮民族路57號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837020516,德先中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,047789336,彰化縣鹿港鎮街尾里文聖街一號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837021149,侯阿六中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,047762196,彰化縣鹿港鎮彰鹿路八段16號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837021158,一品堂鹿港中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,,彰化縣鹿港鎮永安里中正路四二二號,,,7,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837021185,張良松中醫診所,私立中醫診所,中醫一般診所,彰化縣鹿港鎮,0930 391158,彰化縣鹿港鎮永安里復興路342號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837021210,宜德中醫診所,私立中醫診所,中醫診所,彰化縣鹿港鎮,04-7766866,彰化縣鹿港鎮民族路２１５號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837030022,宏興中醫診所,私立中醫診所,中醫一般診所,彰化縣和美鎮,04 7552083,彰化縣和美鎮永樂路７７號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837030059,賴鵬飛中醫診所,私立中醫診所,中醫一般診所,彰化縣和美鎮,04 7563945,彰化縣和美鎮山犁里鹿和路六段３７１號,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837030068,國惠中醫診所,私立中醫診所,中醫一般診所,彰化縣和美鎮,04 7561209,彰化縣和美鎮和卿路183號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837030102,三泰堂中醫診所,私立中醫診所,中醫一般診所,彰化縣和美鎮,047573162,彰化縣和美鎮仁美路14號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837031127,天水堂中醫診所,私立中醫診所,中醫一般診所,彰化縣和美鎮,0938007197,彰化縣和美鎮彰美路六段四十號,,,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837031154,杏雄堂中醫診所,私立中醫診所,中醫一般診所,彰化縣和美鎮,04 7365655,彰化縣和美鎮糖友里糖友一街68號1樓,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837031163,東方中醫診所,私立中醫診所,中醫一般診所,彰化縣和美鎮,04  7578578,彰化縣和美鎮仁安路十三號,,,5,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837040019,順成中醫診所,私立中醫診所,中醫一般診所,彰化縣北斗鎮,04 8882397,彰化縣北斗鎮中正路１８０號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837040037,振興中醫診所,私立中醫診所,中醫一般診所,彰化縣北斗鎮,04 8882339,彰化縣北斗鎮七星里七里巷８號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837040046,真元堂中醫診所,私立中醫診所,中醫一般診所,彰化縣北斗鎮,04 8889169,彰化縣北斗鎮中正路１４９號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837040055,寶斗中醫診所,私立中醫診所,中醫一般診所,彰化縣北斗鎮,04 8870078,彰化縣北斗鎮復興路227號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837040073,護元堂中醫診所,私立中醫診所,中醫一般診所,彰化縣北斗鎮,048888909,彰化縣北斗鎮居仁里宮後街２６之２號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010011,榮生中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7228096,彰化縣彰化市中華路２４2號之１號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010057,鄭先中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7247890,彰化縣彰化市光復里中正路一段３５５號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010093,菩提中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7234007,彰化縣彰化市曉陽路２６２號,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010146,大信堂中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7385137,彰化縣彰化市竹中里彰南路二段７號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010155,正元內科中醫診所,私立中醫診所,中醫專科診所,彰化縣彰化市,04 7231633,彰化縣彰化市中民街４７、４９號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010173,賴生元中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7382198,彰化縣彰化市牛埔里彰南路三段３１９號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010244,光德中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7227148,彰化縣彰化市太平街７２號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010262,健榮中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,0477225765,彰化縣彰化市華山路61號１樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010397,楊中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047281927,彰化縣彰化市陽明里三民路四Ｏ二之一號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010422,彰化少林中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7220171,彰化縣彰化市東民街２６號,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010459,趙世鐘中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047229692,彰化縣彰化市中正路一段１段4６５號,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010566,祥順中醫聯合診所,私立中醫診所,中醫一般診所,彰化縣彰化市,04 7277202,彰化縣彰化市中民街７０號,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010691,健雄中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047111678,彰化縣彰化市大埔路726號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010771,同濟中醫聯合診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047271199,彰化縣彰化市光復路93號１樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010780,王耀賢中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047260520,彰化縣彰化市辭修路７９－２號,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010824,現代中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047280809,彰化縣彰化市博愛街50號,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010888,弘健中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047118692,彰化縣彰化市大埔路466號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010922,順泰中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047294699,彰化縣彰化市仁愛路１10號1樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837010940,崧傑中醫診所,私立中醫診所,中醫一般診所,彰化縣彰化市,047617199,彰化縣彰化市忠權自強南路１９５號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836200299,福祥中醫診所,私立中醫診所,中醫一般診所,臺中市大里區,04-24930132,臺中市大里區塗城路六九七號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836200351,立人堂中醫診所,私立中醫診所,中醫一般診所,臺中市大里區,04-22794096,臺中市大里區立仁路一五０號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836200388,錫安中醫診所,私立中醫診所,中醫一般診所,臺中市大里區,04 24820576,臺中市大里區益民路二段一九八之三 號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836200468,頌恩中醫診所,私立中醫診所,中醫一般診所,臺中市大里區,04-24812334,臺中市大里區永興路一二九號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836200486,宏仁中醫診所,私立中醫診所,中醫一般診所,臺中市大里區,04-24068459,臺中市大里區爽文路９０９號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836200511,祐生中醫聯合診所,私立中醫診所,中醫一般診所,臺中市大里區,04-24828991,臺中市大里區大里路一號,,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836201527,慈佑中醫診所,私立中醫診所,中醫一般診所,臺中市大里區,04-24831186,臺中市大里區勝利二路97號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836201572,慶昇中醫診所,私立中醫診所,中醫一般診所,臺中市大里區,04-24838798,臺中市大里區中興路二段３８０－１號１樓,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844010030,長慶中醫診所,私立中醫診所,中醫一般診所,澎湖縣馬公市,06 9276379,澎湖縣馬公市惠民一路１０號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844011055,錦山中醫診所,私立中醫診所,中醫一般診所,澎湖縣馬公市,06-9271700,澎湖縣馬公市朝陽里陽明路二十四號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844011073,松安堂中醫診所,私立中醫診所,中醫一般診所,澎湖縣馬公市,06-9277588,澎湖縣馬公市光榮里三多路352號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845010025,順安堂內科中醫診所,私立中醫診所,中醫專科診所,花蓮縣花蓮市,038353638,花蓮縣花蓮市林森路266之1號,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845010034,彭世銘中醫診所,私立中醫診所,中醫專科診所,花蓮縣花蓮市,038331603,花蓮縣花蓮市中山路８２５號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845010043,隆安中醫診所,私立中醫診所,中醫專科診所,花蓮縣花蓮市,038353087,花蓮縣花蓮市中山路５２３號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
